Date,Time,Character Name,Race,Ork Leader,Trolls Killed,Orks Killed,Miles Walked,Wingwraith Seen, Songs Sung, Dinner, Drink, data point, injured name , injured race, money, data
7/18/2015,6:43:52,Samwise "Sam" Gamgee,Hobbit,Lugdush,1,6,3,5,0,Petty-dwarf roots,Ent-draught,Point 001667,Samwise "Sam" Gamgee,Hobbit,22.91,1667
7/18/2015,6:5:34,Gandalf the Grey,Human,Lurtz,3,4,3,5,5,Cram,Limpë,Point 001668,Samwise "Sam" Gamgee,Hobbit,39.11,1668
7/18/2015,2:40:58,Legolas,Elf,Guritz,9,0,3,4,3,Cram,Ent-draught,Point 001669,Samwise "Sam" Gamgee,Hobbit,83.5,1669
7/18/2015,10:22:23,Gimli,Dwarf,Guritz,12,4,3,2,2,Honey-cake,Limpë,Point 001670,Samwise "Sam" Gamgee,Hobbit,94.15,1670
7/18/2015,13:0:41,Aragorn (Strider),Human,Gorbag,1,2,3,1,1,Petty-dwarf roots,Limpë,Point 001671,Samwise "Sam" Gamgee,Hobbit,53.28,1671
7/18/2015,9:25:56,Boromir, Human,Gothmog,8,9,3,6,7,Petty-dwarf roots,Limpë,Point 001672,Samwise "Sam" Gamgee,Hobbit,28.42,1672
7/18/2015,5:58:10,Meriadoc "Merry" Brandybuck,Hobbit,Sharku,12,6,3,4,0,Cram,Ent-draught,Point 001673,Samwise "Sam" Gamgee,Hobbit,28.07,1673
7/18/2015,2:8:59,Peregrin "Pippin" Took,Hobbit,Gorbag,5,9,3,6,6,Honey-cake,Miruvor,Point 001674,Samwise "Sam" Gamgee,Hobbit,3.98,1674
7/19/2015,21:20:3,Frodo Baggins,Hobbit,Snaga,8,12,3,6,9,Petty-dwarf roots,Ent-draught,Point 001675,Gandalf the Grey,Human,97.29,1675
7/19/2015,21:4:59,Samwise "Sam" Gamgee,Hobbit,Shagrat,10,6,3,0,1,Cram,Ent-draught,Point 001676,Gandalf the Grey,Human,52.91,1676
7/19/2015,0:32:15,Gandalf the Grey,Human,Grishnákh,12,7,3,4,1,Honey-cake,Miruvor,Point 001677,Gandalf the Grey,Human,51.14,1677
7/19/2015,22:52:1,Legolas,Elf,Guritz,3,14,3,2,2,Cram,Ent-draught,Point 001678,Gandalf the Grey,Human,12.69,1678
7/19/2015,21:14:19,Gimli,Dwarf,Gorbag,14,4,3,0,3,Honey-cake,Miruvor,Point 001679,Gandalf the Grey,Human,26.68,1679
7/19/2015,5:10:52,Aragorn (Strider),Human,Sharku,13,1,3,8,0,Cram,Limpë,Point 001680,Gandalf the Grey,Human,79.4,1680
7/19/2015,0:19:49,Boromir, Human,Gorbag,8,5,3,0,4,Petty-dwarf roots,Ent-draught,Point 001681,Gandalf the Grey,Human,28.57,1681
7/19/2015,11:28:35,Meriadoc "Merry" Brandybuck,Hobbit,Snaga,4,2,3,3,8,Lembas,Miruvor,Point 001682,Gandalf the Grey,Human,72.04,1682
7/19/2015,12:53:12,Peregrin "Pippin" Took,Hobbit,Lurtz,9,5,3,1,9,Petty-dwarf roots,Miruvor,Point 001683,Gandalf the Grey,Human,29.77,1683
7/20/2015,2:5:8,Frodo Baggins,Hobbit,Lurtz,13,10,3,3,6,Cram,Limpë,Point 001684,Meriadoc "Merry" Brandybuck,Hobbit,76.66,1684
7/20/2015,5:37:18,Samwise "Sam" Gamgee,Hobbit,Murgash,0,9,3,8,1,Cram,Miruvor,Point 001685,Meriadoc "Merry" Brandybuck,Hobbit,51.22,1685
7/20/2015,20:52:19,Gandalf the Grey,Human,Lurtz,0,5,3,3,3,Petty-dwarf roots,Limpë,Point 001686,Meriadoc "Merry" Brandybuck,Hobbit,75.39,1686
7/20/2015,7:32:26,Legolas,Elf,Grishnákh,4,5,3,2,8,Cram,Ent-draught,Point 001687,Meriadoc "Merry" Brandybuck,Hobbit,18.83,1687
7/20/2015,17:8:33,Gimli,Dwarf,Gorbag,12,8,3,1,2,Petty-dwarf roots,Ent-draught,Point 001688,Meriadoc "Merry" Brandybuck,Hobbit,71.1,1688
7/20/2015,2:7:45,Aragorn (Strider),Human,Sharku,0,6,3,8,1,Honey-cake,Limpë,Point 001689,Meriadoc "Merry" Brandybuck,Hobbit,10.11,1689
7/20/2015,7:36:31,Boromir, Human,Murgash,14,12,3,6,1,Cram,Limpë,Point 001690,Meriadoc "Merry" Brandybuck,Hobbit,77.44,1690
7/20/2015,6:32:51,Meriadoc "Merry" Brandybuck,Hobbit,Murgash,3,5,3,6,0,Petty-dwarf roots,Ent-draught,Point 001691,Meriadoc "Merry" Brandybuck,Hobbit,55.21,1691
7/20/2015,10:8:39,Peregrin "Pippin" Took,Hobbit,Lurtz,11,7,3,6,4,Petty-dwarf roots,Miruvor,Point 001692,Meriadoc "Merry" Brandybuck,Hobbit,94.35,1692
7/21/2015,5:33:47,Frodo Baggins,Hobbit,Shagrat,13,8,4,6,7,Lembas,Miruvor,Point 001693,Gimli,Dwarf,23.12,1693
7/21/2015,9:1:43,Samwise "Sam" Gamgee,Hobbit,Snaga,14,11,4,1,9,Petty-dwarf roots,Miruvor,Point 001694,Gimli,Dwarf,60.84,1694
7/21/2015,19:28:28,Gandalf the Grey,Human,Lurtz,13,13,4,0,6,Cram,Limpë,Point 001695,Gimli,Dwarf,77.67,1695
7/21/2015,9:37:58,Legolas,Elf,Mauhúr,12,14,4,8,4,Petty-dwarf roots,Ent-draught,Point 001696,Gimli,Dwarf,73.55,1696
7/21/2015,12:41:13,Gimli,Dwarf,Mauhúr,5,10,4,4,0,Cram,Ent-draught,Point 001697,Gimli,Dwarf,25.01,1697
7/21/2015,8:56:44,Aragorn (Strider),Human,Snaga,9,9,4,7,5,Lembas,Limpë,Point 001698,Gimli,Dwarf,37.6,1698
7/21/2015,0:36:7,Boromir, Human,Snaga,9,13,4,0,2,Cram,Ent-draught,Point 001699,Gimli,Dwarf,26.47,1699
7/21/2015,8:2:53,Meriadoc "Merry" Brandybuck,Hobbit,Guritz,5,0,4,6,2,Petty-dwarf roots,Limpë,Point 001700,Gimli,Dwarf,58.45,1700
7/21/2015,11:52:29,Peregrin "Pippin" Took,Hobbit,Snaga,14,1,4,8,1,Cram,Limpë,Point 001701,Gimli,Dwarf,49.12,1701
7/22/2015,22:7:36,Frodo Baggins,Hobbit,Lurtz,12,12,3,0,3,Cram,Ent-draught,Point 001702,Samwise "Sam" Gamgee,Hobbit,16.3,1702
7/22/2015,15:9:31,Samwise "Sam" Gamgee,Hobbit,Snaga,14,14,3,7,2,Cram,Miruvor,Point 001703,Samwise "Sam" Gamgee,Hobbit,68.37,1703
7/22/2015,0:14:3,Gandalf the Grey,Human,Lugdush,6,6,3,3,2,Lembas,Miruvor,Point 001704,Samwise "Sam" Gamgee,Hobbit,73.33,1704
7/22/2015,4:36:22,Legolas,Elf,Gothmog,0,1,3,7,8,Petty-dwarf roots,Limpë,Point 001705,Samwise "Sam" Gamgee,Hobbit,46.35,1705
7/22/2015,2:46:55,Gimli,Dwarf,Guritz,13,2,3,3,0,Honey-cake,Limpë,Point 001706,Samwise "Sam" Gamgee,Hobbit,67.26,1706
7/22/2015,13:59:47,Aragorn (Strider),Human,Murgash,11,12,3,4,7,Cram,Limpë,Point 001707,Samwise "Sam" Gamgee,Hobbit,33.85,1707
7/22/2015,0:25:30,Boromir, Human,Murgash,3,13,3,5,3,Lembas,Limpë,Point 001708,Samwise "Sam" Gamgee,Hobbit,97.7,1708
7/22/2015,15:44:4,Meriadoc "Merry" Brandybuck,Hobbit,Guritz,0,3,3,7,8,Petty-dwarf roots,Limpë,Point 001709,Samwise "Sam" Gamgee,Hobbit,25.38,1709
7/22/2015,8:36:56,Peregrin "Pippin" Took,Hobbit,Grishnákh,12,1,3,2,3,Petty-dwarf roots,Limpë,Point 001710,Samwise "Sam" Gamgee,Hobbit,35.63,1710
7/23/2015,10:18:58,Frodo Baggins,Hobbit,Snaga,14,2,5,4,6,Petty-dwarf roots,Miruvor,Point 001711,Meriadoc "Merry" Brandybuck,Hobbit,6.27,1711
7/23/2015,20:12:8,Samwise "Sam" Gamgee,Hobbit,Lurtz,2,12,5,6,9,Petty-dwarf roots,Miruvor,Point 001712,Meriadoc "Merry" Brandybuck,Hobbit,88.82,1712
7/23/2015,22:58:7,Gandalf the Grey,Human,Sharku,5,9,5,7,4,Petty-dwarf roots,Miruvor,Point 001713,Meriadoc "Merry" Brandybuck,Hobbit,83.83,1713
7/23/2015,9:20:21,Legolas,Elf,Shagrat,14,14,5,8,5,Lembas,Limpë,Point 001714,Meriadoc "Merry" Brandybuck,Hobbit,34.12,1714
7/23/2015,11:25:18,Gimli,Dwarf,Gorbag,6,6,5,0,9,Lembas,Ent-draught,Point 001715,Meriadoc "Merry" Brandybuck,Hobbit,77.53,1715
7/23/2015,15:8:6,Aragorn (Strider),Human,Snaga,9,8,5,4,6,Cram,Limpë,Point 001716,Meriadoc "Merry" Brandybuck,Hobbit,32.52,1716
7/23/2015,19:44:59,Boromir, Human,Sharku,6,10,5,1,1,Honey-cake,Miruvor,Point 001717,Meriadoc "Merry" Brandybuck,Hobbit,70.78,1717
7/23/2015,5:33:1,Meriadoc "Merry" Brandybuck,Hobbit,Sharku,9,11,5,3,2,Lembas,Limpë,Point 001718,Meriadoc "Merry" Brandybuck,Hobbit,56.72,1718
7/23/2015,1:51:24,Peregrin "Pippin" Took,Hobbit,Guritz,13,5,5,5,3,Lembas,Miruvor,Point 001719,Meriadoc "Merry" Brandybuck,Hobbit,72.48,1719
7/24/2015,5:45:10,Frodo Baggins,Hobbit,Guritz,13,7,1,0,4,Cram,Limpë,Point 001720,Meriadoc "Merry" Brandybuck,Hobbit,95.23,1720
7/24/2015,18:31:49,Samwise "Sam" Gamgee,Hobbit,Shagrat,14,12,1,2,7,Petty-dwarf roots,Ent-draught,Point 001721,Meriadoc "Merry" Brandybuck,Hobbit,71.33,1721
7/24/2015,11:56:57,Gandalf the Grey,Human,Gothmog,5,1,1,8,6,Lembas,Ent-draught,Point 001722,Meriadoc "Merry" Brandybuck,Hobbit,57.49,1722
7/24/2015,6:0:25,Legolas,Elf,Mauhúr,3,14,1,4,2,Lembas,Miruvor,Point 001723,Meriadoc "Merry" Brandybuck,Hobbit,85.74,1723
7/24/2015,18:59:51,Gimli,Dwarf,Guritz,4,2,1,3,3,Cram,Ent-draught,Point 001724,Meriadoc "Merry" Brandybuck,Hobbit,62.22,1724
7/24/2015,19:13:48,Aragorn (Strider),Human,Mauhúr,5,13,1,3,3,Honey-cake,Miruvor,Point 001725,Meriadoc "Merry" Brandybuck,Hobbit,79.67,1725
7/24/2015,13:41:28,Boromir, Human,Murgash,6,5,1,1,0,Cram,Limpë,Point 001726,Meriadoc "Merry" Brandybuck,Hobbit,30.48,1726
7/24/2015,1:10:25,Meriadoc "Merry" Brandybuck,Hobbit,Grishnákh,14,9,1,5,2,Petty-dwarf roots,Miruvor,Point 001727,Meriadoc "Merry" Brandybuck,Hobbit,56.91,1727
7/24/2015,16:24:54,Peregrin "Pippin" Took,Hobbit,Sharku,6,5,1,4,5,Lembas,Ent-draught,Point 001728,Meriadoc "Merry" Brandybuck,Hobbit,91.35,1728
7/25/2015,21:10:44,Frodo Baggins,Hobbit,Snaga,3,4,3,5,6,Honey-cake,Miruvor,Point 001729,Frodo Baggins,Hobbit,31.47,1729
7/25/2015,15:51:16,Samwise "Sam" Gamgee,Hobbit,Grishnákh,10,13,3,7,7,Petty-dwarf roots,Ent-draught,Point 001730,Frodo Baggins,Hobbit,79.81,1730
7/25/2015,9:12:35,Gandalf the Grey,Human,Lurtz,5,11,3,7,9,Cram,Miruvor,Point 001731,Frodo Baggins,Hobbit,86.1,1731
7/25/2015,18:21:42,Legolas,Elf,Sharku,8,14,3,6,4,Lembas,Miruvor,Point 001732,Frodo Baggins,Hobbit,44.82,1732
7/25/2015,16:59:29,Gimli,Dwarf,Gorbag,0,7,3,5,7,Petty-dwarf roots,Ent-draught,Point 001733,Frodo Baggins,Hobbit,43.94,1733
7/25/2015,6:58:6,Aragorn (Strider),Human,Lurtz,1,1,3,2,7,Honey-cake,Limpë,Point 001734,Frodo Baggins,Hobbit,77.76,1734
7/25/2015,11:33:43,Boromir, Human,Murgash,1,14,3,0,0,Honey-cake,Ent-draught,Point 001735,Frodo Baggins,Hobbit,36.37,1735
7/25/2015,14:58:45,Meriadoc "Merry" Brandybuck,Hobbit,Mauhúr,11,0,3,7,3,Cram,Limpë,Point 001736,Frodo Baggins,Hobbit,21.14,1736
7/25/2015,1:43:9,Peregrin "Pippin" Took,Hobbit,Snaga,13,5,3,5,7,Lembas,Miruvor,Point 001737,Frodo Baggins,Hobbit,20.24,1737
7/26/2015,13:34:31,Frodo Baggins,Hobbit,Mauhúr,1,7,4,1,3,Cram,Limpë,Point 001738,Gandalf the Grey,Human,68.69,1738
7/26/2015,22:9:33,Samwise "Sam" Gamgee,Hobbit,Gorbag,9,2,4,0,1,Lembas,Limpë,Point 001739,Gandalf the Grey,Human,50.98,1739
7/26/2015,6:43:32,Gandalf the Grey,Human,Murgash,5,9,4,5,1,Petty-dwarf roots,Ent-draught,Point 001740,Gandalf the Grey,Human,64.88,1740
7/26/2015,13:28:0,Legolas,Elf,Gorbag,3,1,4,0,1,Lembas,Ent-draught,Point 001741,Gandalf the Grey,Human,38.78,1741
7/26/2015,6:7:4,Gimli,Dwarf,Shagrat,0,9,4,5,3,Cram,Limpë,Point 001742,Gandalf the Grey,Human,56.8,1742
7/26/2015,5:53:40,Aragorn (Strider),Human,Sharku,6,4,4,4,4,Petty-dwarf roots,Limpë,Point 001743,Gandalf the Grey,Human,1.7,1743
7/26/2015,19:45:8,Boromir, Human,Sharku,4,5,4,7,2,Cram,Limpë,Point 001744,Gandalf the Grey,Human,0.25,1744
7/26/2015,15:0:0,Meriadoc "Merry" Brandybuck,Hobbit,Shagrat,6,12,4,8,9,Cram,Ent-draught,Point 001745,Gandalf the Grey,Human,66.82,1745
7/26/2015,22:25:56,Peregrin "Pippin" Took,Hobbit,Sharku,8,1,4,6,2,Honey-cake,Ent-draught,Point 001746,Gandalf the Grey,Human,31.4,1746
7/27/2015,6:28:57,Frodo Baggins,Hobbit,Gothmog,7,7,3,2,3,Honey-cake,Ent-draught,Point 001747,Samwise "Sam" Gamgee,Hobbit,22.18,1747
7/27/2015,5:11:58,Samwise "Sam" Gamgee,Hobbit,Grishnákh,6,9,3,0,8,Cram,Ent-draught,Point 001748,Samwise "Sam" Gamgee,Hobbit,91.23,1748
7/27/2015,8:37:25,Gandalf the Grey,Human,Mauhúr,13,5,3,4,8,Petty-dwarf roots,Ent-draught,Point 001749,Samwise "Sam" Gamgee,Hobbit,11.15,1749
7/27/2015,22:23:55,Legolas,Elf,Lurtz,9,3,3,2,9,Cram,Miruvor,Point 001750,Samwise "Sam" Gamgee,Hobbit,80.42,1750
7/27/2015,22:55:23,Gimli,Dwarf,Lugdush,10,3,3,7,9,Petty-dwarf roots,Limpë,Point 001751,Samwise "Sam" Gamgee,Hobbit,18.2,1751
7/27/2015,3:50:45,Aragorn (Strider),Human,Gothmog,14,3,3,4,5,Petty-dwarf roots,Miruvor,Point 001752,Samwise "Sam" Gamgee,Hobbit,86.83,1752
7/27/2015,9:12:51,Boromir, Human,Shagrat,2,2,3,0,5,Petty-dwarf roots,Miruvor,Point 001753,Samwise "Sam" Gamgee,Hobbit,75.88,1753
7/27/2015,21:19:58,Meriadoc "Merry" Brandybuck,Hobbit,Guritz,6,13,3,0,5,Petty-dwarf roots,Ent-draught,Point 001754,Samwise "Sam" Gamgee,Hobbit,5.01,1754
7/27/2015,0:51:9,Peregrin "Pippin" Took,Hobbit,Murgash,5,2,3,2,4,Cram,Miruvor,Point 001755,Samwise "Sam" Gamgee,Hobbit,4.23,1755
7/28/2015,11:49:0,Frodo Baggins,Hobbit,Gorbag,14,10,4,0,3,Honey-cake,Miruvor,Point 001756,Gimli,Dwarf,40.25,1756
7/28/2015,19:50:20,Samwise "Sam" Gamgee,Hobbit,Lugdush,10,13,4,1,4,Petty-dwarf roots,Miruvor,Point 001757,Gimli,Dwarf,59.64,1757
7/28/2015,22:38:27,Gandalf the Grey,Human,Mauhúr,2,9,4,8,1,Honey-cake,Miruvor,Point 001758,Gimli,Dwarf,29.07,1758
7/28/2015,0:25:33,Legolas,Elf,Gorbag,0,11,4,8,6,Cram,Ent-draught,Point 001759,Gimli,Dwarf,32.46,1759
7/28/2015,8:21:15,Gimli,Dwarf,Lugdush,4,4,4,6,9,Petty-dwarf roots,Ent-draught,Point 001760,Gimli,Dwarf,77.36,1760
7/28/2015,1:8:12,Aragorn (Strider),Human,Gothmog,7,14,4,4,0,Honey-cake,Ent-draught,Point 001761,Gimli,Dwarf,17.21,1761
7/28/2015,19:34:22,Boromir, Human,Lurtz,1,13,4,5,8,Honey-cake,Ent-draught,Point 001762,Gimli,Dwarf,63.63,1762
7/28/2015,8:20:11,Meriadoc "Merry" Brandybuck,Hobbit,Grishnákh,10,2,4,5,2,Lembas,Ent-draught,Point 001763,Gimli,Dwarf,16.98,1763
7/28/2015,2:4:6,Peregrin "Pippin" Took,Hobbit,Snaga,4,10,4,5,1,Lembas,Ent-draught,Point 001764,Gimli,Dwarf,51.22,1764
8/1/2015,5:40:55,Frodo Baggins,Hobbit,Mauhúr,4,7,5,2,8,Cram,Miruvor,Point 001765,Frodo Baggins,Hobbit,9.81,1765
8/1/2015,22:44:31,Samwise "Sam" Gamgee,Hobbit,Sharku,1,7,5,2,2,Cram,Miruvor,Point 001766,Frodo Baggins,Hobbit,18.09,1766
8/1/2015,4:40:16,Gandalf the Grey,Human,Mauhúr,10,1,5,8,8,Honey-cake,Miruvor,Point 001767,Frodo Baggins,Hobbit,93.62,1767
8/1/2015,12:9:57,Legolas,Elf,Snaga,7,8,5,2,3,Cram,Limpë,Point 001768,Frodo Baggins,Hobbit,50.37,1768
8/1/2015,5:13:11,Gimli,Dwarf,Lurtz,12,9,5,7,9,Lembas,Limpë,Point 001769,Frodo Baggins,Hobbit,62.89,1769
8/1/2015,0:8:58,Aragorn (Strider),Human,Lurtz,3,10,5,8,5,Cram,Miruvor,Point 001770,Frodo Baggins,Hobbit,68.08,1770
8/1/2015,21:7:6,Boromir, Human,Sharku,4,3,5,6,0,Lembas,Ent-draught,Point 001771,Frodo Baggins,Hobbit,66.22,1771
8/1/2015,18:25:24,Meriadoc "Merry" Brandybuck,Hobbit,Lugdush,1,11,5,0,2,Cram,Miruvor,Point 001772,Frodo Baggins,Hobbit,61.69,1772
8/1/2015,1:56:15,Peregrin "Pippin" Took,Hobbit,Grishnákh,8,10,5,0,5,Honey-cake,Limpë,Point 001773,Frodo Baggins,Hobbit,5.06,1773
8/2/2015,12:16:39,Frodo Baggins,Hobbit,Shagrat,8,1,2,6,4,Honey-cake,Miruvor,Point 001774,Meriadoc "Merry" Brandybuck,Hobbit,15.36,1774
8/2/2015,5:46:23,Samwise "Sam" Gamgee,Hobbit,Gothmog,14,5,2,0,9,Petty-dwarf roots,Limpë,Point 001775,Meriadoc "Merry" Brandybuck,Hobbit,65.45,1775
8/2/2015,18:53:8,Gandalf the Grey,Human,Murgash,1,1,2,8,7,Cram,Limpë,Point 001776,Meriadoc "Merry" Brandybuck,Hobbit,14.78,1776
8/2/2015,20:33:32,Legolas,Elf,Guritz,7,4,2,4,0,Cram,Ent-draught,Point 001777,Meriadoc "Merry" Brandybuck,Hobbit,19.29,1777
8/2/2015,14:8:42,Gimli,Dwarf,Mauhúr,3,3,2,1,8,Lembas,Ent-draught,Point 001778,Meriadoc "Merry" Brandybuck,Hobbit,84.6,1778
8/2/2015,18:19:0,Aragorn (Strider),Human,Mauhúr,9,3,2,7,0,Cram,Ent-draught,Point 001779,Meriadoc "Merry" Brandybuck,Hobbit,79.58,1779
8/2/2015,12:33:13,Boromir, Human,Sharku,5,12,2,3,4,Cram,Ent-draught,Point 001780,Meriadoc "Merry" Brandybuck,Hobbit,99.67,1780
8/2/2015,14:23:8,Meriadoc "Merry" Brandybuck,Hobbit,Mauhúr,13,12,2,1,5,Lembas,Ent-draught,Point 001781,Meriadoc "Merry" Brandybuck,Hobbit,81.13,1781
8/2/2015,6:19:58,Peregrin "Pippin" Took,Hobbit,Grishnákh,6,14,2,3,3,Lembas,Miruvor,Point 001782,Meriadoc "Merry" Brandybuck,Hobbit,25.93,1782
8/3/2015,7:7:44,Frodo Baggins,Hobbit,Sharku,6,7,3,7,9,Petty-dwarf roots,Limpë,Point 001783,Boromir, Human,50.75,1783
8/3/2015,14:21:55,Samwise "Sam" Gamgee,Hobbit,Snaga,8,10,3,8,1,Cram,Ent-draught,Point 001784,Boromir, Human,23.46,1784
8/3/2015,15:59:58,Gandalf the Grey,Human,Lugdush,10,12,3,8,6,Cram,Limpë,Point 001785,Boromir, Human,23.58,1785
8/3/2015,19:18:2,Legolas,Elf,Gothmog,2,0,3,7,1,Petty-dwarf roots,Limpë,Point 001786,Boromir, Human,97.48,1786
8/3/2015,1:26:12,Gimli,Dwarf,Gothmog,4,5,3,6,8,Lembas,Limpë,Point 001787,Boromir, Human,46.69,1787
8/3/2015,22:6:28,Aragorn (Strider),Human,Guritz,9,0,3,0,0,Lembas,Miruvor,Point 001788,Boromir, Human,27.78,1788
8/3/2015,19:0:14,Boromir, Human,Lugdush,9,4,3,5,3,Petty-dwarf roots,Limpë,Point 001789,Boromir, Human,98.66,1789
8/3/2015,18:15:25,Meriadoc "Merry" Brandybuck,Hobbit,Lugdush,13,8,3,7,8,Lembas,Miruvor,Point 001790,Boromir, Human,32.19,1790
8/3/2015,20:12:35,Peregrin "Pippin" Took,Hobbit,Lurtz,8,4,3,1,9,Honey-cake,Ent-draught,Point 001791,Boromir, Human,81.97,1791
8/4/2015,4:0:16,Frodo Baggins,Hobbit,Snaga,2,8,3,5,0,Honey-cake,Ent-draught,Point 001792,Meriadoc "Merry" Brandybuck,Hobbit,74.95,1792
8/4/2015,15:50:4,Samwise "Sam" Gamgee,Hobbit,Lurtz,11,14,3,2,3,Honey-cake,Ent-draught,Point 001793,Meriadoc "Merry" Brandybuck,Hobbit,30.73,1793
8/4/2015,18:20:2,Gandalf the Grey,Human,Grishnákh,3,3,3,5,4,Honey-cake,Limpë,Point 001794,Meriadoc "Merry" Brandybuck,Hobbit,91.06,1794
8/4/2015,3:32:58,Legolas,Elf,Lugdush,14,5,3,2,8,Cram,Ent-draught,Point 001795,Meriadoc "Merry" Brandybuck,Hobbit,86.19,1795
8/4/2015,2:56:33,Gimli,Dwarf,Snaga,13,14,3,6,8,Petty-dwarf roots,Miruvor,Point 001796,Meriadoc "Merry" Brandybuck,Hobbit,61.06,1796
8/4/2015,18:16:51,Aragorn (Strider),Human,Grishnákh,14,9,3,3,3,Cram,Limpë,Point 001797,Meriadoc "Merry" Brandybuck,Hobbit,27.75,1797
8/4/2015,2:27:56,Boromir, Human,Murgash,9,8,3,7,7,Honey-cake,Miruvor,Point 001798,Meriadoc "Merry" Brandybuck,Hobbit,87.58,1798
8/4/2015,0:51:25,Meriadoc "Merry" Brandybuck,Hobbit,Lurtz,14,13,3,3,4,Honey-cake,Ent-draught,Point 001799,Meriadoc "Merry" Brandybuck,Hobbit,51.5,1799
8/4/2015,3:41:28,Peregrin "Pippin" Took,Hobbit,Mauhúr,3,3,3,2,6,Lembas,Miruvor,Point 001800,Meriadoc "Merry" Brandybuck,Hobbit,69.21,1800
8/5/2015,12:14:21,Frodo Baggins,Hobbit,Murgash,5,4,3,4,4,Petty-dwarf roots,Miruvor,Point 001801,Legolas,Elf,97.44,1801
8/5/2015,3:25:38,Samwise "Sam" Gamgee,Hobbit,Sharku,5,10,3,0,6,Cram,Ent-draught,Point 001802,Legolas,Elf,35.22,1802
8/5/2015,13:12:50,Gandalf the Grey,Human,Guritz,3,8,3,6,4,Cram,Limpë,Point 001803,Legolas,Elf,65.76,1803
8/5/2015,17:4:36,Legolas,Elf,Sharku,12,1,3,2,8,Cram,Ent-draught,Point 001804,Legolas,Elf,15.21,1804
8/5/2015,20:2:0,Gimli,Dwarf,Murgash,3,7,3,3,1,Petty-dwarf roots,Limpë,Point 001805,Legolas,Elf,39.11,1805
8/5/2015,12:32:53,Aragorn (Strider),Human,Snaga,0,7,3,5,1,Petty-dwarf roots,Ent-draught,Point 001806,Legolas,Elf,89.48,1806
8/5/2015,7:52:38,Boromir, Human,Sharku,6,9,3,3,1,Honey-cake,Miruvor,Point 001807,Legolas,Elf,66.45,1807
8/5/2015,15:22:51,Meriadoc "Merry" Brandybuck,Hobbit,Grishnákh,3,2,3,7,0,Lembas,Ent-draught,Point 001808,Legolas,Elf,13.64,1808
8/5/2015,3:52:14,Peregrin "Pippin" Took,Hobbit,Lurtz,14,3,3,8,0,Honey-cake,Limpë,Point 001809,Legolas,Elf,31.84,1809
8/6/2015,21:5:0,Frodo Baggins,Hobbit,Gorbag,10,1,5,2,4,Honey-cake,Limpë,Point 001810,Samwise "Sam" Gamgee,Hobbit,19.46,1810
8/6/2015,16:50:2,Samwise "Sam" Gamgee,Hobbit,Lurtz,8,0,5,4,1,Honey-cake,Miruvor,Point 001811,Samwise "Sam" Gamgee,Hobbit,78.77,1811
8/6/2015,18:43:2,Gandalf the Grey,Human,Lugdush,14,9,5,1,5,Petty-dwarf roots,Ent-draught,Point 001812,Samwise "Sam" Gamgee,Hobbit,81.91,1812
8/6/2015,14:6:19,Legolas,Elf,Lurtz,14,9,5,5,0,Cram,Limpë,Point 001813,Samwise "Sam" Gamgee,Hobbit,76.5,1813
8/6/2015,19:1:17,Gimli,Dwarf,Murgash,12,12,5,8,8,Honey-cake,Ent-draught,Point 001814,Samwise "Sam" Gamgee,Hobbit,6.56,1814
8/6/2015,17:16:59,Aragorn (Strider),Human,Shagrat,9,10,5,0,2,Cram,Miruvor,Point 001815,Samwise "Sam" Gamgee,Hobbit,35.39,1815
8/6/2015,4:28:41,Boromir, Human,Lurtz,4,0,5,4,2,Cram,Ent-draught,Point 001816,Samwise "Sam" Gamgee,Hobbit,68.17,1816
8/6/2015,12:50:22,Meriadoc "Merry" Brandybuck,Hobbit,Lurtz,0,10,5,0,6,Cram,Miruvor,Point 001817,Samwise "Sam" Gamgee,Hobbit,45.3,1817
8/6/2015,9:36:12,Peregrin "Pippin" Took,Hobbit,Lurtz,3,2,5,0,7,Cram,Ent-draught,Point 001818,Samwise "Sam" Gamgee,Hobbit,45.32,1818
8/7/2015,20:46:3,Frodo Baggins,Hobbit,Shagrat,13,1,3,7,4,Lembas,Miruvor,Point 001819,Frodo Baggins,Hobbit,30.37,1819
8/7/2015,11:47:21,Samwise "Sam" Gamgee,Hobbit,Sharku,4,11,3,4,5,Cram,Ent-draught,Point 001820,Frodo Baggins,Hobbit,12.61,1820
8/7/2015,6:56:39,Gandalf the Grey,Human,Lugdush,1,0,3,1,9,Lembas,Ent-draught,Point 001821,Frodo Baggins,Hobbit,39.32,1821
8/7/2015,9:9:21,Legolas,Elf,Gorbag,12,10,3,1,7,Petty-dwarf roots,Ent-draught,Point 001822,Frodo Baggins,Hobbit,15.54,1822
8/7/2015,5:26:7,Gimli,Dwarf,Guritz,8,3,3,2,1,Cram,Limpë,Point 001823,Frodo Baggins,Hobbit,16.13,1823
8/7/2015,6:17:19,Aragorn (Strider),Human,Gorbag,9,8,3,5,9,Lembas,Limpë,Point 001824,Frodo Baggins,Hobbit,83.78,1824
8/7/2015,10:26:58,Boromir, Human,Shagrat,10,13,3,0,6,Lembas,Miruvor,Point 001825,Frodo Baggins,Hobbit,84.85,1825
8/7/2015,15:1:9,Meriadoc "Merry" Brandybuck,Hobbit,Sharku,8,8,3,6,4,Cram,Limpë,Point 001826,Frodo Baggins,Hobbit,62.85,1826
